ID,Form,Lemma,Postag,NER,Head,Deprel,Clausal Tag,Record ID,Sentence ID,Document ID,Document
52,study,study,VB,O,50,acl:to,VP,200,3,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
53,them,they,PRP,O,52,obj,NP,201,3,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
54,.,.,.,O,3,punct,0,202,3,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
1,Their,they,PRP$,O,3,nmod:poss,NP,203,4,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
2,obvious,obvious,JJ,O,3,amod,0,204,4,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
3,importance,importance,NN,O,17,nsubj,0,205,4,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
4,",",",",",",O,3,punct,0,206,4,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
5,as,as,IN,O,6,mark,0,207,4,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
6,constituting,constitute,VBG,O,3,acl:as,VP,208,4,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
7,the,the,DT,O,9,det,NP,209,4,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
8,very,very,RB,O,9,advmod,0,210,4,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
9,substance,substance,NN,O,6,obj,0,211,4,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
10,of,of,IN,O,12,case,0,212,4,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
11,the,the,DT,O,12,det,NP,213,4,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
12,business,business,NN,O,9,nmod:of,0,214,4,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
13,of,of,IN,O,15,case,0,215,4,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
14,the,the,DT,O,15,det,NP,216,4,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
15,Government,Government,NNP,O,12,nmod:of,0,217,4,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
16,",",",",",",O,3,punct,0,218,4,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
17,makes,make,VBZ,O,0,ROOT,VP,219,4,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
18,comment,comment,NN,O,24,nsubj,NP,220,4,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
19,and,and,CC,O,20,cc,0,221,4,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
20,emphasis,emphasis,NN,O,24,nsubj,0,222,4,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
21,on,on,IN,O,23,case,0,223,4,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
22,my,my,PRP$,O,23,nmod:poss,NP,224,4,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
23,part,part,NN,O,18,nmod:on,0,225,4,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
24,unnecessary,unnecessary,JJ,O,17,xcomp,0,226,4,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
25,.,.,.,O,17,punct,0,227,4,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
1,The,the,DT,O,2,det,NP,228,5,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
2,country,country,NN,O,12,nsubj,0,229,5,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
3,",",",",",",O,6,punct,0,230,5,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
4,I,I,PRP,O,8,nsubj:xsubj,NP,231,5,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
5,am,be,VBP,O,6,cop,VP,232,5,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
6,thankful,thankful,JJ,O,12,parataxis,0,233,5,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
7,to,to,TO,O,8,mark,VP,234,5,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
8,say,say,VB,O,6,xcomp,VP,235,5,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
9,",",",",",",O,6,punct,0,236,5,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
10,is,be,VBZ,O,12,cop,VP,237,5,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
11,at,at,IN,O,12,case,0,238,5,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
12,peace,peace,NN,O,0,ROOT,NP,239,5,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
13,with,with,IN,O,16,case,0,240,5,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
14,all,all,PDT,O,16,det:predet,NP,241,5,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
15,the,the,DT,O,16,det,0,242,5,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
16,world,world,NN,O,12,nmod:with,0,243,5,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
17,",",",",",",O,12,punct,0,244,5,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
18,and,and,CC,O,22,cc,0,245,5,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
19,many,many,JJ,O,21,amod,NP,246,5,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
20,happy,happy,JJ,O,21,amod,0,247,5,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
21,manifestations,manifestation,NNS,O,22,nsubj,0,248,5,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
22,multiply,multiply,VB,O,12,conj:and,VP,249,5,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
23,about,about,IN,O,24,case,0,250,5,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
24,us,we,PRP,O,22,obl:about,NP,251,5,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
25,of,of,IN,O,28,case,0,252,5,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
26,a,a,DT,O,28,det,NP,253,5,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
27,growing,grow,VBG,O,28,amod,0,254,5,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
28,cordiality,cordiality,NN,O,24,nmod:of,0,255,5,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
29,and,and,CC,O,30,cc,0,256,5,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
30,sense,sense,NN,O,28,conj:and,NP,257,5,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
31,of,of,IN,O,32,case,0,258,5,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
32,community,community,NN,O,30,nmod:of,NP,259,5,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
33,of,of,IN,O,34,case,0,260,5,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
34,interest,interest,NN,O,32,nmod:of,NP,261,5,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
35,among,among,IN,O,37,case,0,262,5,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
36,the,the,DT,O,37,det,NP,263,5,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
37,nations,nation,NNS,O,34,nmod:among,0,264,5,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
38,",",",",",",O,30,punct,0,265,5,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
39,foreshadowing,foreshadow,VBG,O,30,acl,VP,266,5,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
40,an,a,DT,O,41,det,NP,267,5,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
41,age,age,NN,O,39,obj,0,268,5,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
42,of,of,IN,O,43,mark,0,269,5,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
43,settled,settle,VBN,O,41,acl:of,VP,270,5,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
44,peace,peace,NN,O,47,compound,NP,271,5,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
45,and,and,CC,O,46,cc,0,272,5,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
46,good,good,NN,O,47,compound,0,273,5,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
47,will,will,NN,O,43,obj,0,274,5,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
48,.,.,.,O,12,punct,0,275,5,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
1,More,more,JJR,O,7,nsubj,NP,276,6,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
2,and,and,CC,O,3,cc,0,277,6,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
3,more,more,JJR,O,7,nsubj,0,278,6,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
4,readily,readily,RB,O,1,advmod,0,279,6,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
5,each,each,DT,SET,6,det,NP,280,6,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
6,decade,decade,NN,SET,4,obl:npmod,0,281,6,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
7,do,do,VBP,O,0,ROOT,VP,282,6,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
8,the,the,DT,O,9,det,NP,283,6,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
9,nations,nation,NNS,O,10,nsubj,0,284,6,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
10,manifest,manifest,VBP,O,7,ccomp,VP,285,6,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
11,their,they,PRP$,O,12,nmod:poss,NP,286,6,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
12,willingness,willingness,NN,O,10,obj,0,287,6,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
13,to,to,TO,O,14,mark,VP,288,6,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
14,bind,bind,VB,O,10,advcl:to,VP,289,6,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
15,themselves,themselves,PRP,O,14,obj,NP,290,6,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
16,by,by,IN,O,18,case,0,291,6,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
17,solemn,solemn,JJ,O,18,amod,NP,292,6,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
18,treaty,treaty,NN,O,14,obl:by,0,293,6,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
19,to,to,IN,O,21,case,0,294,6,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
20,the,the,DT,O,21,det,NP,295,6,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
21,processes,process,NNS,O,14,obl:to,0,296,6,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
22,of,of,IN,O,23,case,0,297,6,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
23,peace,peace,NN,O,21,nmod:of,NP,298,6,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
24,",",",",",",O,23,punct,0,299,6,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
25,the,the,DT,O,26,det,NP,300,6,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
26,processes,process,NNS,O,23,conj:and,0,301,6,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
27,of,of,IN,O,28,case,0,302,6,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
28,frankness,frankness,NN,O,26,nmod:of,NP,303,6,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
29,and,and,CC,O,31,cc,0,304,6,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
30,fair,fair,JJ,O,31,amod,NP,305,6,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
31,concession,concession,NN,O,23,conj:and,0,306,6,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
32,.,.,.,O,7,punct,0,307,6,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
1,So,so,RB,O,2,advmod,S,308,7,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
2,far,far,RB,O,7,advmod,0,309,7,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
3,the,the,DT,O,5,det,NP,310,7,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
4,United,United,NNP,COUNTRY,5,compound,0,311,7,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
5,States,States,NNP,COUNTRY,7,nsubj,0,312,7,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
6,has,have,VBZ,O,7,aux,VP,313,7,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
7,stood,stand,VBN,O,0,ROOT,VP,314,7,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
8,at,at,IN,O,10,case,0,315,7,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
9,the,the,DT,O,10,det,NP,316,7,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
10,front,front,NN,O,7,obl:at,0,317,7,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
11,of,of,IN,O,13,case,0,318,7,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
12,such,such,JJ,O,13,amod,NP,319,7,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
13,negotiations,negotiation,NNS,O,10,nmod:of,0,320,7,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
14,.,.,.,O,7,punct,0,321,7,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
1,She,she,PRP,O,11,nsubj,NP,322,8,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
2,will,will,MD,O,11,aux,VP,323,8,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
3,",",",",",",O,6,punct,0,324,8,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
4,I,I,PRP,O,9,nsubj,NP,325,8,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
5,earnestly,earnestly,RB,O,6,advmod,VP,326,8,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
6,hope,hope,VBP,O,11,parataxis,VP,327,8,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
7,and,and,CC,O,9,cc,0,328,8,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
8,confidently,confidently,RB,O,9,advmod,0,329,8,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
9,believe,believe,VB,O,11,parataxis,VP,330,8,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
10,",",",",",",O,6,punct,0,331,8,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
11,give,give,VB,O,0,ROOT,VP,332,8,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
12,fresh,fresh,JJ,O,13,amod,NP,333,8,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
13,proof,proof,NN,O,11,obj,0,334,8,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
14,of,of,IN,O,17,case,0,335,8,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
15,her,she,PRP$,O,17,nmod:poss,NP,336,8,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
16,sincere,sincere,JJ,O,17,amod,0,337,8,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
17,adherence,adherence,NN,O,13,nmod:of,0,338,8,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
18,to,to,IN,O,20,case,0,339,8,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
19,the,the,DT,O,20,det,NP,340,8,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
20,cause,cause,NN,O,11,obl:to,0,341,8,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
21,of,of,IN,O,23,case,0,342,8,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
22,international,international,JJ,O,23,amod,NP,343,8,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
23,friendship,friendship,NN,O,20,nmod:of,0,344,8,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
24,by,by,IN,O,25,mark,0,345,8,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
25,ratifying,ratify,VBG,O,11,advcl:by,VP,346,8,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
26,the,the,DT,O,28,det,NP,347,8,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
27,several,several,JJ,O,28,amod,0,348,8,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
28,treaties,treaty,NNS,O,25,obj,0,349,8,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
29,of,of,IN,O,30,case,0,350,8,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
30,arbitration,arbitration,NN,O,28,nmod:of,NP,351,8,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
31,awaiting,await,VBG,O,25,advcl,VP,352,8,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
32,renewal,renewal,NN,O,31,obj,NP,353,8,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
33,by,by,IN,O,35,case,0,354,8,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
34,the,the,DT,O,35,det,NP,355,8,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
35,Senate,Senate,NNP,ORGANIZATION,31,obl:by,0,356,8,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
36,.,.,.,O,11,punct,0,357,8,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
1,In,in,IN,O,2,case,S,358,9,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
2,addition,addition,NN,O,10,obl:in,NP,359,9,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
3,to,to,IN,O,4,case,0,360,9,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
4,these,these,DT,O,2,nmod:to,NP,361,9,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
5,",",",",",",O,10,punct,0,362,9,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
6,it,it,PRP,O,10,nsubj,NP,363,9,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
7,has,have,VBZ,O,10,aux,VP,364,9,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
8,been,be,VBN,O,10,cop,VP,365,9,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
9,the,the,DT,O,10,det,NP,366,9,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
10,privilege,privilege,NN,O,0,ROOT,0,367,9,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
11,of,of,IN,O,13,case,0,368,9,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
12,the,the,DT,O,13,det,NP,369,9,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
13,Department,Department,NNP,ORGANIZATION,10,nmod:of,0,370,9,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
14,of,of,IN,ORGANIZATION,15,case,0,371,9,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
15,State,State,NNP,ORGANIZATION,13,nmod:of,NP,372,9,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
16,to,to,TO,O,17,mark,VP,373,9,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
17,gain,gain,VB,O,10,acl:to,VP,374,9,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
18,the,the,DT,O,19,det,NP,375,9,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
19,assent,assent,NN,O,17,obj,0,376,9,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
20,",",",",",",O,19,punct,0,377,9,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
21,in,in,IN,O,22,case,0,378,9,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
22,principle,principle,NN,O,19,nmod:in,NP,379,9,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
23,",",",",",",O,19,punct,0,380,9,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
24,of,of,IN,O,29,case,0,381,9,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
25,no,no,DT,O,28,advmod,NP,382,9,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
26,less,less,JJR,O,28,advmod,0,383,9,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
27,than,than,IN,O,26,fixed,0,384,9,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
28,31,31,CD,NUMBER,29,nummod,0,385,9,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
29,nations,nation,NNS,O,19,nmod:of,0,386,9,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
30,",",",",",",O,29,punct,0,387,9,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
31,representing,represent,VBG,O,29,acl,VP,388,9,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
32,four,four,CD,NUMBER,34,nummod,NP,389,9,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
33,-,-,HYPH,NUMBER,34,punct,0,390,9,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
34,fifths,fifth,NNS,NUMBER,31,obj,0,391,9,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
35,of,of,IN,O,37,case,0,392,9,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
36,the,the,DT,O,37,det,NP,393,9,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
37,population,population,NN,O,34,nmod:of,0,394,9,1,"=hyperlink(""C:/Users/10316/Desktop/446/sample\December 02, 1913 .txt"")"
